id_smiles_121,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2
id_smiles_122,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
id_smiles_123,O=C(CCCCCCC(=O)Nc1ccccc1)NO
id_smiles_124,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
id_smiles_125,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
id_smiles_126,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1
id_smiles_127,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
id_smiles_128,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
id_smiles_129,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21
id_smiles_130,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
id_smiles_131,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
id_smiles_132,C[C@]12C(=O)OC(=O)[C@@]1(C)C1CCC2O1
id_smiles_133,Oc1ccc(Cl)cc1Cc1ccccc1
id_smiles_134,Nc1ccc(C(=O)Nc2ccccc2N)cc1
id_smiles_135,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
id_smiles_136,Oc1c(Br)cc(Br)cc1Br
id_smiles_137,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
id_smiles_138,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
id_smiles_139,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32
id_smiles_140,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
id_smiles_141,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O
id_smiles_142,CC(C)CCCC(C)N
id_smiles_143,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1
id_smiles_144,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
id_smiles_145,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
id_smiles_146,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
id_smiles_147,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
id_smiles_148,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
id_smiles_149,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1
id_smiles_150,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CN(C)CC3)cn1
id_smiles_151,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
id_smiles_152,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
id_smiles_153,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
id_smiles_154,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
id_smiles_155,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
id_smiles_156,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1
id_smiles_157,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
id_smiles_158,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
id_smiles_159,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
id_smiles_160,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
id_smiles_161,Clc1ccc2c(c1)Nc1ccccc1S2
id_smiles_162,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1
id_smiles_163,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
id_smiles_164,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
id_smiles_165,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12
id_smiles_166,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
id_smiles_167,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1
id_smiles_168,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1
id_smiles_169,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
id_smiles_170,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
id_smiles_171,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1
id_smiles_172,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
id_smiles_173,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1
id_smiles_174,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
id_smiles_175,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
id_smiles_176,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
id_smiles_177,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
id_smiles_178,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
id_smiles_179,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
id_smiles_180,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
id_smiles_181,CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
id_smiles_182,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
id_smiles_183,Nc1ccccc1C(=O)OCC(O)CO
id_smiles_184,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
id_smiles_185,CC=CC=NNC(=O)c1ccncc1
id_smiles_186,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
id_smiles_187,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
id_smiles_188,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
id_smiles_189,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC
id_smiles_190,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1
id_smiles_191,Cc1cccc(Nc2ccccc2C(=O)O)c1C
id_smiles_192,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2
id_smiles_193,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
id_smiles_194,CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2
id_smiles_195,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O
id_smiles_196,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21
id_smiles_197,CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O
id_smiles_198,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12
id_smiles_199,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
id_smiles_200,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1
id_smiles_201,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
id_smiles_202,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
id_smiles_203,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
id_smiles_204,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1
id_smiles_205,Cc1cc(O)cc(C)c1Cl
id_smiles_206,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
id_smiles_207,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
id_smiles_208,O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1
id_smiles_209,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C32OO4
id_smiles_210,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
id_smiles_211,CC(C)NCC(O)c1ccc(O)c(O)c1
id_smiles_212,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O
id_smiles_213,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
id_smiles_214,O=C(OCc1ccccc1)c1ccc(O)cc1
id_smiles_215,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
id_smiles_216,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
id_smiles_217,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O
id_smiles_218,CC(=O)CCC(=O)[O-]
id_smiles_219,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1
id_smiles_220,CCCCCCCCCCCCCCNCCO
id_smiles_221,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12
id_smiles_222,CCCCCCCCCCCCSCCOCCO
id_smiles_223,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl
id_smiles_224,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
id_smiles_225,c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1
id_smiles_226,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O
id_smiles_227,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12
id_smiles_228,C[C@@H](N)C(=O)O
id_smiles_229,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12
id_smiles_230,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21
id_smiles_231,CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1
id_smiles_232,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
id_smiles_233,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1
id_smiles_234,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
id_smiles_235,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
id_smiles_236,CC(=O)N[C@@H](CS)C(=O)O
id_smiles_237,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
id_smiles_238,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1
id_smiles_239,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
id_smiles_240,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
id_smiles_241,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
id_smiles_242,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1
id_smiles_243,CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1
id_smiles_244,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1
id_smiles_245,CCOC(=O)Oc1ccc(CCNC(=O)[C@H](CCSC)NC(C)=O)cc1OC(=O)OCC
id_smiles_246,Cc1ccc(C(C)C)cc2c(C)ccc1-2
id_smiles_247,CC(C)Cn1cnc2c(N)nc3ccccc3c21
id_smiles_248,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2
id_smiles_249,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21
id_smiles_250,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
id_smiles_251,Cc1ccc(O)c(-n2nc3ccccc3n2)c1
id_smiles_252,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
id_smiles_253,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1
id_smiles_254,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
id_smiles_255,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
id_smiles_256,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
id_smiles_257,CCC1(c2cnc[nH]2)Cc2ccccc2C1
id_smiles_258,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
id_smiles_259,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
id_smiles_260,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
id_smiles_261,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
id_smiles_262,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
id_smiles_263,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1
id_smiles_264,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
id_smiles_265,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
id_smiles_266,Cc1cccc(Cc2c[nH]cn2)c1C
